製品,製品単位,部品,必要量,部品単位,行番,不要
8/292064,M,D/292064YX,1,M,1,1
8/292064,M,5/292064YX,1,M,2,3
8/295000,M,D/295000YA,1,M,1,1
8/295000,M,5/295000YA,1,M,2,3
8/295023,M,D/295023YX,1,M,1,1
8/295023,M,5/295023YX,1,M,2,3
8/295025,M,D/295025YX,1,M,1,1
8/295025,M,5/295025YX,1,M,2,3
8/295027,M,D/295027YX,1,M,1,1
8/295027,M,5/295027YX,1,M,2,3
8/295028,M,D/295028YX,1,M,1,1
8/295028,M,5/295028YX,1,M,2,3
8/295029,M,D/295029YX,1,M,1,1
8/295029,M,5/295029YX,1,M,2,3
8/295030,M,D/295030YX,1,M,1,1
8/295030,M,5/295030YX,1,M,2,3
8/350035,M,D/350035YX,1,M,1,1
8/350035,M,5/350035YX,1,M,2,3
8/350087,M,D/350087YX,1,M,1,1
8/350087,M,5/350087YX,1,M,2,3
8/350088,M,D/350088YX,1,M,1,1
8/350088,M,5/350088YX,1,M,2,3
8/350089,M,D/350089YX,1,M,1,1
8/350089,M,5/350089YX,1,M,2,3
8/350090,M,D/350090YX,1,M,1,1
8/350090,M,5/350090YX,1,M,2,3
8/390022,M,D/390022JX,1,M,1,1
8/390022,M,5/390022JX,1,M,2,3
8/390023,M,D/390023JX,1,M,1,1
8/390023,M,5/390023JX,1,M,2,3
8/390024,M,D/390024CX,1,M,1,1
8/390024,M,5/390024CX,1,M,2,3
8/390025,M,D/390025JX,1,M,1,1
8/390025,M,5/390025JX,1,M,2,3
8/390026,M,D/390026CX,1,M,1,1
8/390026,M,5/390026CX,1,M,2,3
8/390027,M,D/390027CX,1,M,1,1
8/390027,M,5/390027CX,1,M,2,3
8/390028,M,D/390028CX,1,M,1,1
8/390028,M,5/390028CX,1,M,2,3
