コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
D/127413CX,染賃127413CX,ｿﾒﾁﾝ127413CX,M,50,TA72/P28,50M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,50,,E,,,,,反,,440,366.7,314.3,275,244.4,220,220,220,,,,,,,,,表示する,
D/135239DB,染賃135239DB,ｿﾒﾁﾝ135239DB,M,50,P100,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,300,250,214.3,187.5,166.7,150,150,150,,,,,,,,,表示する,
D/135426LH,染賃135426LH,ｿﾒﾁﾝ135426LH,M,50,P90/N10,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,360,300,257.1,225,200,180,180,180,,,,,,,,,表示する,
D/135499LX,染賃135499LX,ｿﾒﾁﾝ135499LX,M,50,P82/N18,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,380,316.7,271.4,237.5,211.1,190,190,190,,,,,,,,,表示する,
D/135521LD,染賃135521LD,ｿﾒﾁﾝ135521LD,M,50,P73/R14/N13,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,340,283.3,242.9,212.5,188.9,170,170,170,,,,,,,,,表示する,
D/135539HX,染賃135539HX,ｿﾒﾁﾝ135539HX,M,50,P92/R8,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,360,300,257.1,225,200,180,180,180,,,,,,,,,表示する,
D/135742LX,染賃135742LX,ｿﾒﾁﾝ135742LX,M,50,P95/R5,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,10,,L,,,,,反,,360,300,257.1,225,200,180,180,180,,,,,,,,,表示する,
D/159560VX,染賃159560VX,ｿﾒﾁﾝ159560VX,M,40,P100,40M,118,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/159577VX,染賃159577VX,ｿﾒﾁﾝ159577VX,M,40,P100,40M,118,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/171143YX,染賃171143YX,ｿﾒﾁﾝ171143YX,M,50,CU71/P29,50M,145,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/171144YX,染賃171144YX,ｿﾒﾁﾝ171144YX,M,50,CU38/TA33/P29,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,1000,833.3,714.3,625,555.6,500,500,500,,,,,,,,,表示する,
D/171222YX,染賃171222YX,ｿﾒﾁﾝ171222YX,M,48,CU49/R40/P11,48M,128,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/171337YX,染賃171337YX,ｿﾒﾁﾝ171337YX,M,50,R80/CU20,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290045VX,染賃290045VX,ｿﾒﾁﾝ290045VX,M,46,AC75/P25,46M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290054YB,染賃290054YB,ｿﾒﾁﾝ290054YB,M,50,R51/L30/P19,50M,120,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290128ZX,染賃290128ZX,ｿﾒﾁﾝ290128ZX,M,100,P100,100M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290169GA,染賃290169GA,ｿﾒﾁﾝ290169GA,M,50,P100,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290170GA,染賃290170GA,ｿﾒﾁﾝ290170GA,M,50,P100,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290172ZX,染賃290172ZX,ｿﾒﾁﾝ290172ZX,M,50,CU62/P38,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/290188YX,染賃290188YX,ｿﾒﾁﾝ290188YX,M,42,P100,42M,165,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/291012ZX,染賃291012ZX,ｿﾒﾁﾝ291012ZX,M,60,P61/C39,60M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/291014YX,染賃291014YX,ｿﾒﾁﾝ291014YX,M,59,P100,59M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/291045YX,染賃291045YX,ｿﾒﾁﾝ291045YX,M,58,P100,58M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/291052YX,染賃291052YX,ｿﾒﾁﾝ291052YX,M,58,P100,58M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292028YX,染賃292028YX,ｿﾒﾁﾝ292028YX,M,50,P80/C20,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292030LX,染賃292030LX,ｿﾒﾁﾝ292030LX,M,50,P81/C19,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292040YX,染賃292040YX,ｿﾒﾁﾝ292040YX,M,50,P82/C18,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292046YX,染賃292046YX,ｿﾒﾁﾝ292046YX,M,50,P87/C13,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292047LX,染賃292047LX,ｿﾒﾁﾝ292047LX,M,50,P86/C14,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292048YX,染賃292048YX,ｿﾒﾁﾝ292048YX,M,50,P100,50M,150,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292049LX,染賃292049LX,ｿﾒﾁﾝ292049LX,M,50,P93/C7,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/292050YX,染賃292050YX,ｿﾒﾁﾝ292050YX,M,50,P94/CU6,50M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295000YA,染賃295000YA,ｿﾒﾁﾝ295000YA,M,50,TA65/P35,50M,138,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295023YX,染賃295023YX,ｿﾒﾁﾝ295023YX,M,50,TA73/P27,50M,138,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295025YX,染賃295025YX,ｿﾒﾁﾝ295025YX,M,50,TA50/R40/P10,50M,123,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295026YX,染賃295026YX,ｿﾒﾁﾝ295026YX,M,50,TA55/R35/P10,50M,114,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295027YX,染賃295027YX,ｿﾒﾁﾝ295027YX,M,50,TA55/R35/P10,50M,115,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295028YX,染賃295028YX,ｿﾒﾁﾝ295028YX,M,25,TA57/R34/P9,25M,104,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,50,,E,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/295029YX,染賃295029YX,ｿﾒﾁﾝ295029YX,M,25,TA57/R34/P9,25M,104,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,50,,E,,,,,反,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
D/350035YX,染賃350035YX,ｿﾒﾁﾝ350035YX,M,50,P100,50M,145,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,D,,20,,B,,,,,反,,160,133.3,114.3,100,88.9,80,80,80,,,,,,,,,表示する,
